efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.1425,591.297,69.041,342.164
1400,0.1425,674.611,70.0511,310.098
1100,0.1417,780.842,71.0549,276.047
1000,0.141,842.883,71.534,261.301
900,0.1406,921.741,72.0572,245.435
800,0.1396,1038.85,72.6979,228.109
700,0.1379,1140.28,73.1533,208.542
600,0.1356,1307.09,73.7571,187.107
500,0.1324,1547.71,74.4099,163.881
400,0.1261,1872.61,75.0358,138.802
300,0.1185,2291.8,75.5898,111.957
250,0.1128,2683.54,75.9555,97.7735
200,0.1042,3210.45,76.31,82.6835
180,0.09975,3415.15,76.4189,76.517
160,0.09555,3758.9,76.5756,70.0575
140,0.0894,4126.67,76.7149,63.4945
120,0.08065,4428.2,76.8121,56.7635
100,0.07485,5152.58,76.9999,49.8565
90,0.0704,5529.12,77.0783,46.273
80,0.0657,6035.53,77.1686,42.6525
70,0.06015,6716.21,77.2687,39.0885
60,0.05335,7209.18,77.3295,35.429
55,0.05075,7660.99,77.3785,33.4985
50,0.04695,8212.48,77.431,31.476
45,0.0437,8898.22,77.4873,29.452
40,0.04045,9616.36,77.5377,27.433
35,0.03595,10203.6,77.5737,25.3445
30,0.03235,11354,77.6335,23.184
25,0.02805,12760.1,77.6921,20.9685
20,0.0226,14671.8,77.7538,18.586
15,0.01775,17336.3,77.8171,16.192
10,0.01175,21528.1,77.8852,13.5285
