efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.83565,102.892,42.0902,2441.33
1400,0.83275,136.023,46.7481,2131.66
1100,0.8277,198.794,52.4387,1792.95
1000,0.82585,216.282,53.5816,1672.74
900,0.8226,242.075,55.0343,1547.87
800,0.8183,272.611,56.4724,1417.78
700,0.8138,312.186,57.9954,1281.57
600,0.80715,363.96,59.5696,1139.7
500,0.79845,424.645,60.9963,990.745
400,0.78395,534.364,62.85,832.759
300,0.7619,681.204,64.4849,664.357
250,0.7453,794.637,65.3682,574.924
200,0.7226,982.442,66.4125,481.666
180,0.7084,1063.14,66.7551,442.923
160,0.69365,1166.98,67.1301,403.124
140,0.67225,1310.44,67.5556,362.464
120,0.6492,1554.9,68.1076,320.42
100,0.61645,1817.23,68.541,277.317
90,0.5969,1976.09,68.7494,255.196
80,0.57365,2174.96,68.9688,232.512
70,0.5453,2454.73,69.219,209.535
60,0.5099,2774.51,69.4447,185.716
55,0.4905,2984.91,69.5674,173.454
50,0.4664,3215.15,69.6837,161.232
45,0.4384,3506.93,69.8096,148.7
40,0.4093,3862.38,69.9377,136.131
35,0.37405,4338.3,70.0769,123.174
30,0.3322,4936.1,70.2143,109.716
25,0.2809,5763.62,70.358,95.945
20,0.2238,6995.97,70.5096,81.7715
15,0.1582,8947.23,70.6649,67.0735
10,0.0869,12668.4,70.8292,51.4585
