efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.98435,101.436,42.6705,5177.62
1400,0.98345,125.936,46.4738,4554.52
1100,0.98175,162.852,50.7163,3868.62
1000,0.9809,178.285,52.1214,3623.42
900,0.9795,199.798,53.8154,3367.36
800,0.9775,225.475,55.5184,3099.86
700,0.9754,257.175,57.2562,2820.18
600,0.9724,297.522,59.0386,2526.09
500,0.96865,349.378,60.8302,2214.32
400,0.9626,440.339,63.0997,1880.8
300,0.95225,568.542,65.2067,1520.41
250,0.94455,665.432,66.3141,1325.65
200,0.9325,838.07,67.704,1118.8
180,0.9248,916.709,68.1764,1032.67
160,0.9147,1017.54,68.6826,944.168
140,0.9028,1128.38,69.141,853.071
120,0.8885,1319.2,69.7593,758.787
100,0.86765,1557.43,70.3282,660.368
90,0.85445,1708.13,70.6095,609.255
80,0.8386,1874.97,70.8702,556.732
70,0.8175,2088.81,71.1455,503.066
60,0.79305,2375.93,71.4395,447.527
55,0.77785,2555,71.5904,419.418
50,0.76,2776.21,71.7506,390.911
45,0.7386,3086.39,71.9374,361.171
40,0.7086,3428.27,72.105,330.971
35,0.6766,3868.89,72.2781,300.135
30,0.63405,4372,72.4339,268.397
25,0.58165,5093.19,72.6042,235.917
20,0.5114,6216.55,72.7917,202.244
15,0.41425,7820.26,72.9669,166.825
10,0.2727,10858.7,73.1579,129.502
