efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.00225,41464.5,87.4475,1.5065
1400,0.00225,42220,87.4508,1.5065
1100,0.00225,42359.4,87.4514,1.5065
1000,0.00225,42451.2,87.4518,1.5065
900,0.00225,42473.7,87.4519,1.5065
800,0.00225,42533.4,87.4521,1.5065
700,0.00225,42531.5,87.4521,1.5065
600,0.00225,42570.3,87.4523,1.5065
500,0.00225,42557.8,87.4522,1.5065
400,0.00225,42600.1,87.4524,1.5065
300,0.00225,42636.5,87.4525,1.5065
250,0.00225,42865.9,87.4535,1.5065
200,0.00225,42794.4,87.4532,1.5065
180,0.00225,42750.4,87.453,1.5065
160,0.00225,42885.4,87.4536,1.5065
140,0.00225,42941.4,87.4538,1.5065
120,0.00225,42934.8,87.4538,1.5065
100,0.00225,42600.1,87.4524,1.5065
90,0.00225,42314.8,87.4512,1.5065
80,0.00225,42583.1,87.4523,1.5065
70,0.00225,42643,87.4526,1.5065
60,0.00225,42593.2,87.4524,1.5065
55,0.00225,42661.2,87.4526,1.5065
50,0.00225,42696.9,87.4528,1.5065
45,0.00225,42674.9,87.4527,1.5065
40,0.00225,42745.2,87.453,1.5065
35,0.00225,42760.6,87.4531,1.5065
30,0.00225,42743.2,87.453,1.5065
25,0.00225,42760.6,87.4531,1.5065
20,0.00225,42815.6,87.4533,1.5065
15,0.00225,42835.7,87.4534,1.499
10,0.00225,42945.2,87.4538,1.49
