efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.99705,105.177,42.5867,10728.6
1400,0.99625,130.043,46.1606,9399.44
1100,0.9954,168.802,50.2567,7952.2
1000,0.995,187.355,51.7834,7439.24
900,0.9942,209.019,53.3106,6907.05
800,0.99325,234.542,54.8324,6351.53
700,0.992,268.321,56.4951,5770.71
600,0.9907,311.852,58.2059,5160.78
500,0.98845,374.98,60.0941,4516.31
400,0.9851,462.159,61.9674,3828.83
300,0.9796,602.825,63.9688,3087.8
250,0.97565,709.511,65.0061,2689.48
200,0.9674,890.342,66.2387,2268.66
180,0.96415,973.832,66.6639,2093.17
160,0.9592,1085.3,67.1359,1912.46
140,0.95215,1202.53,67.5432,1725.81
120,0.9421,1377.06,68.0275,1532.23
100,0.9277,1640.75,68.5719,1330.58
90,0.92015,1804.66,68.8332,1225.96
80,0.9091,1991.23,69.08,1118.87
70,0.8945,2214.34,69.3224,1008.74
60,0.8767,2536.74,69.5993,895.28
55,0.8657,2738.21,69.7401,837.188
50,0.8518,2969.3,69.8786,777.385
45,0.8357,3230.89,70.012,716.688
40,0.8147,3601.07,70.1683,654.997
35,0.7907,4058.44,70.3227,591.972
30,0.75935,4769.33,70.5048,526.845
25,0.71485,5611.36,70.6615,459.81
20,0.65075,6869.62,70.8249,389.984
15,0.5586,8689.72,70.9782,317.864
10,0.40445,12344,71.1502,241.595
