1700,0.6961,24.8435,61274
1400,0.696,27.866,55476.3
1100,0.696,27.9572,48939
1000,0.6961,29.7876,46547.3
900,0.696,35.2995,44049.6
800,0.6961,37.6676,41409.9
700,0.696,40.4073,38638.6
600,0.696,43.6681,35661.7
500,0.6961,42.0858,32458.8
400,0.6961,47.9708,28934.2
300,0.6961,62.3364,25044.4
250,0.6961,67.1276,22927.3
200,0.6961,71.7515,20650.6
180,0.696,75.8093,19668.9
160,0.6959,79.7512,18637.7
140,0.6959,84.2957,17546.7
120,0.6958,88.0437,16348.4
100,0.6957,101.492,15001.2
90,0.6956,106.349,14290
80,0.6957,112.12,13555.7
70,0.6959,119.918,12704.4
60,0.6959,129.032,11822.9
55,0.6957,120.106,11376.1
50,0.6958,121.477,10908
45,0.6955,128.057,10388.7
40,0.6953,149.209,9809.15
35,0.6951,165.536,9236.38
30,0.6937,177.904,8589.4
25,0.6931,193.461,7953.58
20,0.6915,220.459,7003.82
15,0.6874,260.552,6081.4
10,0.6786,341.064,4763.85
