1700,0.9916,32.8666,51270.3
1400,0.9918,38.9818,43936.2
1100,0.9918,44.3086,36250.9
1000,0.9916,47.9916,33602.4
900,0.9914,52.6593,30888.6
800,0.9912,57.6901,28115.7
700,0.9912,70.9723,25270.2
600,0.9909,81.8733,22349.3
500,0.9906,95.0932,19334.9
400,0.9902,114.718,16178.6
300,0.9882,146.199,12850.1
250,0.9849,170.707,11099.3
200,0.9839,205.339,9298.59
180,0.9833,223.714,8550.93
160,0.9825,245.821,7794.05
140,0.9821,273.748,7023.81
120,0.9802,311.042,6220.19
100,0.978,360.75,5393.99
90,0.9773,377.929,4974.88
80,0.9761,385.505,4543.84
70,0.9746,427.168,4106.66
60,0.9722,484.027,3664.91
55,0.9702,515.996,3436.09
50,0.9681,555.864,3203.3
45,0.9654,605.327,2965.13
40,0.9623,661.376,2724.57
35,0.9581,731.529,2479.9
30,0.9527,818.331,2229.03
25,0.9433,933.707,1971.7
20,0.9284,1091.7,1706.93
15,0.9053,1342.28,1434.35
10,0.8629,1739.13,1148.15
