Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
387223,256019,153229,216997,177328,974198,359903,768297,308241,435667,
ef,recall,qps,dist_comp,hops
3000,0.9967,54.6121,39476.3,3000.45
2500,0.9966,65.1977,33539.2,2500.61
2000,0.9957,80.9784,27409,2000.34
1700,0.9951,94.9255,23652.7,1701.21
1400,0.9947,115.051,19785.5,1400.76
1100,0.9934,146.115,15833.4,1101.13
1000,0.9929,160.754,14487.5,1001.09
900,0.9926,178.341,13132.1,901.192
800,0.992,200.761,11762.7,801.422
700,0.9911,229.369,10380.5,701.655
600,0.9905,267.657,8986.61,602.304
500,0.989,320.998,7566.22,502.489
400,0.9872,400.485,6127.56,402.756
300,0.9829,531.974,4677.94,303.677
250,0.9795,635.844,3941.46,254.097
200,0.9763,788.372,3203.63,204.913
180,0.9738,872.689,2905.17,185.23
160,0.971,976.699,2604.12,165.458
140,0.967,1105.58,2304.56,145.935
120,0.9624,1278.01,2004.39,126.427
100,0.9555,1511.98,1698.26,106.655
90,0.949,1664.99,1544.78,96.786
80,0.9412,1858.72,1390.38,86.935
70,0.934,2079.37,1241.54,77.479
60,0.924,2380.31,1093.27,67.937
55,0.9175,2560.14,1018.73,63.055
50,0.9102,2771.01,943.689,58.176
45,0.9033,3026.04,866.986,53.194
40,0.8947,3317.39,791.816,48.324
35,0.8822,3684.55,717.579,43.539
30,0.8723,3940.32,671.176,40.559
25,0.8723,3944.53,671.176,40.559
20,0.8723,3940.95,671.176,40.559
15,0.8723,3938.41,671.176,40.559
10,0.8723,3912.99,671.176,40.559
