Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
436495,809376,314848,539868,195130,364374,79053,281421,376137,704064,
ef,recall,qps,dist_comp,hops
3000,0.9997,539.135,3600.07,1623.92
2500,0.9994,609.651,3262.73,1423.68
2000,0.9994,709.998,2886.42,1202.55
1700,0.9993,787.263,2635.22,1056.99
1400,0.9993,903.254,2357.95,903.952
1100,0.9992,1070.85,2047.84,741.721
1000,0.9991,1138.5,1934.68,685.49
900,0.9989,1234.28,1815.59,628.115
800,0.999,1341.24,1690.25,568.615
700,0.9989,1476.33,1557.89,507.682
600,0.9988,1646,1416.37,445.672
500,0.9989,1856.73,1262.8,381.092
400,0.9981,2213.38,1095.39,314.64
300,0.9978,2721.05,910.14,244.656
250,0.9976,3128.11,807.716,208.757
200,0.9969,3675.95,697.213,171.894
180,0.9959,3987.53,650.286,156.755
160,0.9955,4333.71,600.917,141.293
140,0.9947,4784.53,550.493,125.677
120,0.9942,5356.85,497.388,109.793
100,0.9931,6090.54,441.268,93.51
90,0.9924,6549.85,412.231,85.178
80,0.9914,7054.39,381.858,76.702
70,0.99,7679.29,350.45,68.121
60,0.9872,8567.02,317.517,59.412
55,0.9865,9186.34,300.965,55.086
50,0.9834,9822.49,283.525,50.668
45,0.98,10521.7,265.769,46.239
40,0.9767,11339.5,247.503,41.826
35,0.972,12393.9,227.958,37.283
30,0.9651,13617.1,208.53,32.82
25,0.9542,15303.1,187.077,28.234
20,0.9371,17484.4,165.449,23.684
15,0.914,20663.9,142.057,19.053
10,0.8711,25558.5,117.002,14.454
