Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
436495,809376,314848,539868,195130,364374,79053,281421,376137,704064,
ef,recall,qps,dist_comp,hops
3000,0.9998,525.882,3752.18,1624.61
2500,0.9997,593.702,3406.51,1424.15
2000,0.9997,688.872,3019.58,1202.75
1700,0.9997,765.386,2760.58,1057.12
1400,0.9996,872.828,2474.08,904.025
1100,0.9995,1033.84,2152.77,741.722
1000,0.9997,1107.43,2035.98,685.517
900,0.9997,1182.55,1912.27,628.071
800,0.9996,1297.53,1782.53,568.556
700,0.9995,1424.67,1644.53,507.58
600,0.9995,1590.18,1497.27,445.568
500,0.9994,1815.33,1336.48,380.933
400,0.9987,2121.19,1161.07,314.47
300,0.9988,2625.86,965.99,244.497
250,0.9985,3012.73,858.127,208.53
200,0.9983,3551.96,741.651,171.694
180,0.9981,3837.36,691.686,156.541
160,0.9974,4188.42,639.341,141.043
140,0.9968,4611.97,585.255,125.403
120,0.9959,5159.31,528.298,109.508
100,0.9951,5885.82,467.737,93.189
90,0.9944,6352.42,436.89,84.88
80,0.9932,6879.69,404.529,76.406
70,0.9913,7564.88,370.659,67.809
60,0.9895,8439.71,335.454,59.109
55,0.9877,8952.33,317.098,54.739
50,0.985,9523.71,298.375,50.337
45,0.983,10114.8,278.883,45.873
40,0.9799,10908.2,259.05,41.437
35,0.9762,12087.3,238.595,36.952
30,0.9701,13398.3,217.091,32.454
25,0.9582,15069.5,194.243,27.88
20,0.9418,17230.5,170.697,23.331
15,0.9213,20371,146.305,18.776
10,0.8773,25437.4,119.588,14.175
