efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.994,104.776,5.21634,12149.5
1400,0.993,130.692,5.26835,10442.2
1100,0.992,169.806,5.31773,8661.41
1000,0.9915,187.396,5.33341,8036.49
900,0.9865,209.892,5.34973,7405.39
800,0.986,237.238,5.36549,6751.89
700,0.981,271.192,5.38073,6087.83
600,0.981,311.903,5.3947,5394.95
500,0.978,377.936,5.41105,4674.65
400,0.9705,464.257,5.42549,3933.64
300,0.9625,610.702,5.44074,3145.16
250,0.955,710.558,5.44756,2738.38
200,0.951,870.303,5.45524,2311.49
180,0.949,958.69,5.45839,2137.7
160,0.9435,1071.98,5.46168,1956.51
140,0.937,1182.65,5.46428,1770.41
120,0.929,1352.28,5.46745,1581.58
100,0.9145,1581.32,5.47065,1380.48
90,0.9115,1675.84,5.47172,1278.47
80,0.8945,1866.75,5.47355,1173.62
70,0.884,2131.26,5.47554,1067.5
60,0.854,2428.87,5.47727,959.13
55,0.8465,2631.65,5.47822,901.725
50,0.834,2888.83,5.47923,845.06
45,0.8175,3000.08,5.47962,785.35
40,0.8035,3358.8,5.48069,722.315
35,0.784,3743.14,5.48161,660.115
30,0.7645,4201.68,5.48248,595.72
25,0.7285,4883.4,5.48348,526.34
20,0.675,5823.08,5.48448,456.965
15,0.5745,7329.82,5.48554,380.065
10,0.411,10039.6,5.48665,295.715
