efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9955,111.668,6.41284,11039.7
1400,0.9955,139.343,6.48682,9501.01
1100,0.995,182.116,6.55853,7861.62
1000,0.9945,201.758,6.58161,7295.64
900,0.9935,223.617,6.60266,6712.27
800,0.9935,251.849,6.62459,6116.53
700,0.9925,273.553,6.63844,5508.97
600,0.99,319.354,6.66163,4885.51
500,0.9795,370.595,6.6809,4240.34
400,0.979,461.694,6.70475,3571.76
300,0.966,602.264,6.72755,2862.76
250,0.9585,722.165,6.74005,2492.76
200,0.953,887.674,6.7518,2105.99
180,0.938,978.589,6.75657,1946.49
160,0.9275,1068.54,6.7605,1779.4
140,0.9155,1210.61,6.76553,1608.88
120,0.9085,1395.3,6.77054,1436.98
100,0.8965,1638.11,6.77541,1256.04
90,0.893,1787.39,6.77775,1161.26
80,0.885,1980.22,6.78025,1066.56
70,0.877,2214.57,6.78271,968.415
60,0.8635,2393.8,6.78427,869.78
55,0.8595,2708.27,6.7865,818.135
50,0.8435,2946.03,6.78787,767.435
45,0.8325,3154.07,6.7889,712.715
40,0.8145,3495.57,6.79033,656.285
35,0.7875,3921.19,6.79176,599.41
30,0.7415,4439.31,6.79314,540.25
25,0.689,5184.71,6.79463,476.975
20,0.639,6228.18,6.79612,411.1
15,0.563,7838.87,6.79765,343.375
10,0.428,10842.5,6.79928,266.68
