efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9905,110,5.16413,12053.6
1400,0.99,137.086,5.21248,10349.7
1100,0.9885,159.22,5.24018,8577.31
1000,0.989,179.537,5.25977,7965.9
900,0.9865,200.276,5.27577,7338.81
800,0.9865,226.463,5.29189,6701.34
700,0.986,258,5.30705,6043.74
600,0.9855,297.896,5.32171,5372.81
500,0.9785,354.687,5.33698,4672.27
400,0.978,438.241,5.35233,3938.61
300,0.977,573.416,5.36779,3159.47
250,0.957,668.677,5.37496,2748.94
200,0.929,814.867,5.38272,2317.26
180,0.9225,898.836,5.38604,2137.86
160,0.9175,1005.54,5.38947,1954.42
140,0.912,1108.94,5.39216,1769.63
120,0.906,1263.55,5.39537,1578.73
100,0.896,1474.6,5.39867,1380.66
90,0.8825,1610.03,5.40034,1278.88
80,0.868,1782.64,5.40209,1172.71
70,0.853,1997.76,5.40385,1065.79
60,0.839,2298.03,5.40577,955.695
55,0.8335,2396.79,5.40629,899.425
50,0.8265,2597.13,5.40723,840.4
45,0.814,2813.41,5.4081,781.485
40,0.805,3058.01,5.40893,722.87
35,0.7885,3367.46,5.40981,660.55
30,0.7635,3788.11,5.41077,595.985
25,0.7225,4360.05,5.41179,528.465
20,0.6765,5243.86,5.41292,459.005
15,0.579,6632.62,5.41409,380.585
10,0.39,9111.61,5.41529,294.37
