ef_search,recall,qps
2000,0.9310,5.4
1900,0.9310,5.6
1800,0.9310,5.8
1700,0.9310,5.9
1600,0.9310,6.0
1500,0.9310,5.7
1400,0.9310,5.9
1300,0.9310,5.9
1200,0.9310,6.0
1100,0.9310,6.0
1000,0.9310,5.8
900,0.9255,5.8
800,0.9200,5.9
700,0.9110,5.9
600,0.9035,6.1
500,1.0000,3.4
