Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 10000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 816763 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 333872)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.00285253 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
359199,974496,485609,710101,977321,344910,121913,292444,598981,203542,
ef,recall,qps,dist_comp,hops
20000,0.9817,23.3635,42330.6,11455.2
15000,0.9811,29.8434,36800.4,9122.57
10000,0.9805,39.9827,29455.3,6667.58
5000,0.9753,63.6928,19051.6,3806.91
2500,0.9527,110.043,11583.8,2135.63
2000,0.9375,138.48,9756.04,1771.45
1700,0.925,159.828,8579.76,1525.56
1400,0.9104,188.2,7347.7,1279.18
1100,0.889,230.715,6035.31,1030.43
1000,0.8781,249.906,5575.97,945.306
900,0.8653,272.926,5108.94,859.343
800,0.851,302.267,4626.1,768.602
700,0.8318,332.211,4129.97,676.048
600,0.8123,372.367,3619.45,583.407
500,0.788,434.932,3093.07,490.532
400,0.76,530.574,2546.68,397.257
300,0.7226,685.099,1979.05,301.809
250,0.6994,805.063,1687.11,252.748
200,0.664,974.126,1385.82,203.175
180,0.6481,1071.28,1263.77,183.63
160,0.6295,1186.73,1139.65,163.873
140,0.6117,1334.42,1014.88,144.652
120,0.5866,1564.86,888.204,124.941
100,0.5603,1828.85,761.538,105.767
90,0.5471,1991.83,696.277,96.133
80,0.5318,2181.73,631.391,86.644
70,0.5152,2433.05,566.191,76.907
60,0.4904,2736.36,501.676,67.092
55,0.4802,2866.06,469.31,62.196
50,0.4693,3112.03,438.441,57.372
45,0.4546,3353.12,406.324,52.471
40,0.438,3626.79,373.516,47.303
35,0.4195,3952.04,340.906,42.385
30,0.4081,4167.53,321.684,39.406
25,0.4081,4160.1,321.684,39.406
20,0.4081,4175.32,321.684,39.406
15,0.4081,4171.07,321.684,39.406
10,0.4081,4189.79,321.684,39.406
