1700,0.996,18.0021,95827
1400,0.9957,21.4519,81631
1100,0.9955,26.6731,66940.3
1000,0.9955,29.1384,61864
900,0.9953,32.1543,56722.9
800,0.9953,35.9648,51491.6
700,0.9953,40.8597,46155.3
600,0.9949,47.3015,40726.8
500,0.995,56.3761,35118.6
400,0.9946,69.9105,29301.8
300,0.9935,92.0302,23218.9
250,0.9918,109.266,20041.2
200,0.9912,133.958,16771.4
180,0.9907,147.471,15422
160,0.99,163.372,14046.7
140,0.9892,183.824,12639.6
120,0.9874,210.393,11193
100,0.985,245.58,9708.1
90,0.9836,269.542,8946.19
80,0.9821,293.772,8170.79
70,0.9799,322.893,7388.66
60,0.9763,367.647,6582.24
55,0.9749,395.413,6169.37
50,0.9729,425.894,5752.75
45,0.9699,465.116,5323.85
40,0.9671,512.295,4891.06
35,0.9635,571.102,4448.06
30,0.9578,651.466,3999.53
25,0.95,755.287,3538.11
20,0.9372,909.918,3057.88
15,0.9167,1161.44,2564.78
10,0.8736,1650.17,2037.01
