Loaded fvecs: 200 vectors of dimension 128 from ./quantile_partitions/ytb_audio_containment/ytb_audio_containment_Q1_query.fvecs
Loaded label sets: 200
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
2081454,358973,2009758,4739583,4937259,4364855,4733604,1979440,4816048,3252690,
ef,recall,qps,dist_comp,hops
1700,0.984,2238.58,149.48,149.48
1400,0.984,2626.47,149.48,149.48
1100,0.984,2616.08,149.48,149.48
1000,0.984,2643.07,149.48,149.48
900,0.984,2667.21,149.48,149.48
800,0.984,2643.59,149.48,149.48
700,0.984,2619.79,149.48,149.48
600,0.984,2630.66,149.48,149.48
500,0.984,2664.09,149.48,149.48
400,0.984,2665.8,149.48,149.34
300,0.984,2739.57,148.955,141.845
250,0.9825,2877.19,148.205,133.045
200,0.981,3080.79,146.75,119.955
180,0.9795,3225.4,145.88,113.615
160,0.9795,3353.61,144.785,106.17
140,0.979,3559.63,143.2,97.635
120,0.9755,3806.51,141.255,88.25
100,0.971,4139.1,138.53,77.585
90,0.968,4415.88,136.945,71.565
80,0.9635,4708.22,134.53,64.97
70,0.9605,5061.2,132.215,58.255
60,0.9565,5505.27,129.105,51.14
55,0.953,5768.94,127.69,47.57
50,0.9475,6100.36,125.69,43.925
45,0.943,6326.79,123.43,40.295
40,0.938,6715.57,120.775,36.54
35,0.9295,7154.25,117.84,32.615
30,0.9255,7652.89,115.845,29.535
25,0.9225,7801.59,114.68,27.795
20,0.9185,8091.51,113.27,26.205
15,0.9175,8262.79,112.525,24.895
10,0.9145,8426.51,111.815,23.96
