1700,0.0593,8.09546,185145
1400,0.0593,9.29887,163829
1100,0.0593,11.1141,139817
1000,0.0593,11.9504,131018
900,0.0593,12.9951,121770
800,0.0593,14.2169,112076
700,0.0593,15.7018,101725
600,0.0593,17.8247,90913.2
500,0.0593,20.6377,79321.4
400,0.0594,24.4678,66919.1
300,0.0594,31.1129,53559.7
250,0.0594,36.1167,46435.7
200,0.0594,43.4216,38966
180,0.0594,47.3418,35799.1
160,0.0594,52.532,32662.3
140,0.0594,58.7959,29373.4
120,0.0594,66.4849,25996.8
100,0.0595,77.3096,22496.4
90,0.0595,84.0407,20655
80,0.0595,92.2765,18827.2
70,0.0595,102.838,16926.2
60,0.0595,117.744,14913.3
55,0.0595,126.678,13906.2
50,0.0594,136.687,12918.4
45,0.0594,149.12,11892.8
40,0.0594,164.042,10845
35,0.0592,183.184,9763.29
30,0.0592,207.857,8649.39
25,0.059,241.255,7506.8
20,0.059,288.934,6318.57
15,0.0591,366.703,5053.98
10,0.059,505.051,3734.71
