ef,recall,qps,dist_comp,hops
1700,0.227,54,28735.996,1701.249
1400,0.225,63,24733.145,1401.344
1100,0.224,77,20467.643,1101.627
1000,0.222,84,18975.377,1001.743
900,0.22,91,17446.566,901.731
800,0.219,101,15872.461,801.922
700,0.22,113,14248.987,702.069
600,0.217,129,12569.186,602.543
500,0.214,150,10821.625,503.054
400,0.211,182,8982.688,403.32
300,0.205,233,7065.149,304.195
250,0.204,272,6062.024,254.57
200,0.195,333,5018.192,205.072
180,0.194,397,4602.154,185.663
160,0.191,435,4177.985,166.377
140,0.189,485,3745.495,146.92
120,0.187,554,3278.72,126.678
100,0.184,644,2816.164,106.927
90,0.178,703,2577.166,97.031
80,0.175,775,2334.573,87.021
70,0.168,859,2099.186,77.388
60,0.162,971,1850.182,67.36
55,0.158,1040,1721.576,62.289
50,0.155,1120,1596.225,57.363
45,0.149,1217,1461.528,52.154
40,0.145,1334,1327.07,46.981
35,0.14,1470,1194.851,42.009
30,0.134,1661,1050.293,36.619
25,0.125,1888,913.577,31.599
20,0.116,2218,765.36,26.203
15,0.104,2727,606.23,20.502
10,0.086,3590,438.259,14.639
