ef,recall,qps,dist_comp,hops
1700,0.899,56,28703.604,1699.525
1400,0.883,64,24707.049,1400.134
1100,0.861,78,20452.1,1100.603
1000,0.851,86,18959.013,1000.769
900,0.841,96,17432.237,900.952
800,0.828,103,15859.052,801.357
700,0.814,115,14224.472,701.333
600,0.797,131,12534.148,601.719
500,0.774,153,10781.719,502.208
400,0.746,185,8966.638,403.142
300,0.707,237,7049.389,303.889
250,0.679,279,6049.404,254.474
200,0.644,335,5013.849,204.962
180,0.627,366,4595.253,185.555
160,0.608,404,4158.627,165.819
140,0.586,452,3722.77,146.356
120,0.561,511,3270.062,126.387
100,0.534,609,2822.303,107.15
90,0.514,675,2577.912,97.012
80,0.496,721,2337.65,87.159
70,0.476,801,2095.762,77.246
60,0.451,901,1844.947,67.257
55,0.438,970,1710.904,62.006
50,0.422,1044,1582.129,56.93
45,0.406,1125,1462.826,52.212
40,0.387,1236,1327.84,47.056
35,0.366,1364,1191.942,41.897
30,0.343,1532,1053.12,36.717
25,0.317,1761,904.933,31.282
20,0.289,2060,761.353,26.071
15,0.253,2518,608.222,20.534
10,0.203,3341,437.125,14.581
