ef,recall,qps,dist_comp,hops
1700,0.336,54,28699.494,1701.13
1400,0.335,62,24705.974,1401.424
1100,0.333,76,20452.297,1101.719
1000,0.332,83,18965.53,1001.846
900,0.332,96,17430.647,901.831
800,0.331,110,15859.46,802.122
700,0.329,113,14238.215,702.311
600,0.327,129,12549.6,602.616
500,0.325,151,10797.103,502.987
400,0.32,189,8971.83,403.584
300,0.316,233,7056.781,304.292
250,0.311,287,6056.171,254.83
200,0.304,338,5024.583,205.409
180,0.301,381,4606.437,185.885
160,0.295,442,4170.927,166.077
140,0.29,493,3737.248,146.667
120,0.283,563,3275.369,126.491
100,0.277,652,2815.683,106.919
90,0.271,711,2584.881,97.239
80,0.263,783,2342.707,87.336
70,0.256,876,2089.368,77.082
60,0.248,987,1847.952,67.433
55,0.243,1057,1720.01,62.378
50,0.236,1135,1593.317,57.341
45,0.23,1103,1464.752,52.373
40,0.221,1182,1332.364,47.34
35,0.212,1312,1189.947,41.966
30,0.202,1473,1050.67,36.79
25,0.192,1678,911.846,31.646
20,0.177,1976,761.904,26.12
15,0.159,2428,604.689,20.486
10,0.131,3233,433.006,14.428
