efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9775,55.8172,22.5597,16305.5
1400,0.976,67.5905,24.2682,14070.1
1100,0.9735,84.7747,26.1731,11693.5
1000,0.972,92.5111,26.8668,10861
900,0.9695,102.152,27.624,9998.49
800,0.9685,114.142,28.4316,9119.15
700,0.9655,129.185,29.2809,8204.26
600,0.963,148.349,30.1641,7256.53
500,0.9595,174.888,31.1244,6273.35
400,0.954,213.909,32.1688,5248.64
300,0.947,275.92,33.2941,4151.38
250,0.9415,323.681,33.8976,3573.27
200,0.931,394.345,34.5459,2978.04
180,0.921,434.36,34.827,2731.68
160,0.9175,467.481,35.0259,2480
140,0.9105,537.175,35.3698,2219.38
120,0.8985,615.578,35.6689,1955.79
100,0.885,724.068,35.9813,1680.44
90,0.88,794.123,36.1397,1539.04
80,0.862,882.095,36.3045,1394.85
70,0.844,995.486,36.4755,1253.3
60,0.8345,1134.08,36.6395,1106.19
55,0.822,1214.2,36.7178,1030.44
50,0.8055,1319.46,36.8066,953.95
45,0.792,1448.62,36.8984,876.815
40,0.771,1613.67,36.9948,797.92
35,0.7425,1803.59,37.0843,719.145
30,0.715,2048.7,37.1757,638.72
25,0.6745,2355.46,37.2638,556.485
20,0.6065,2841.52,37.3649,471.855
15,0.5165,3608.55,37.4696,382.75
10,0.3775,5037.02,37.5803,288.885
