efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9825,55.578,20.4187,17444.9
1400,0.9805,67.3345,21.8183,15034.5
1100,0.978,84.5913,23.3626,12462.3
1000,0.9775,92.6741,23.9392,11563.8
900,0.977,102.067,24.5222,10633.8
800,0.976,113.804,25.1453,9686.92
700,0.9715,128.526,25.7982,8717.05
600,0.967,147.535,26.4831,7697.41
500,0.9625,174.594,27.2409,6643.03
400,0.955,212.627,28.023,5538.99
300,0.9455,274.744,28.8836,4370.72
250,0.9385,322.956,29.3442,3766.15
200,0.9275,393.169,29.8282,3135.13
180,0.9215,431.004,30.0281,2873.97
160,0.9175,477.321,30.2325,2607.93
140,0.905,537.312,30.4478,2336.8
120,0.887,619.631,30.6788,2054.8
100,0.8765,721.488,30.8948,1770.37
90,0.8685,794.906,31.0174,1625.12
80,0.862,872.783,31.1258,1477.04
70,0.8455,977.885,31.2456,1325.55
60,0.829,1120.71,31.3733,1171.36
55,0.82,1215.89,31.4422,1091.31
50,0.8075,1324.88,31.5092,1011.66
45,0.796,1434.21,31.5665,930.38
40,0.7785,1585.04,31.6327,847.57
35,0.744,1778.87,31.7017,764.465
30,0.708,2028.58,31.7714,679.365
25,0.655,2341.97,31.8381,591.025
20,0.5975,2803.83,31.9095,502.085
15,0.501,3544.27,31.9856,406.795
10,0.3695,4903.75,32.0658,306.93
