efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.979,62.2478,27.2701,13214.8
1400,0.9775,75.3614,29.5205,11448.5
1100,0.976,98.8021,32.545,9556.81
1000,0.9735,108.164,33.5001,8894.65
900,0.972,119.084,34.4794,8206.77
800,0.9695,132.977,35.5549,7501.98
700,0.9675,150.001,36.6676,6770.05
600,0.9655,173.208,37.9092,6003.81
500,0.9615,206.701,39.3031,5206.31
400,0.9555,252.585,40.7092,4363.16
300,0.949,326.06,42.2434,3467.43
250,0.9435,383.013,43.0732,2993.02
200,0.9355,469.102,43.9809,2493.86
180,0.9305,513.904,44.3433,2290.95
160,0.924,570.069,44.7235,2079.18
140,0.916,643.188,45.126,1863.09
120,0.9005,736.64,45.5313,1642.83
100,0.8875,862.009,45.9443,1419.48
90,0.876,943.989,46.1579,1305.36
80,0.868,1047,46.3811,1189.74
70,0.8545,1175.08,46.6061,1068.38
60,0.839,1336.63,46.8306,946.245
55,0.8265,1436.68,46.9451,882.27
50,0.8115,1560.71,47.0673,821.415
45,0.7895,1724.05,47.2022,756.2
40,0.768,1888.39,47.3149,691.145
35,0.7425,2134.42,47.452,623.08
30,0.701,2432.4,47.5816,554.75
25,0.657,2845.03,47.717,484.43
20,0.5935,3385.48,47.8451,412.265
15,0.502,4237.83,47.9814,338.82
10,0.3235,5966.76,48.1394,260.07
