L,Cmps,QPS,Recall
1700,160,9523.81,98.3
1400,160,11764.7,98.3
1100,160,12500,98.3
1000,160,13333.3,98.3
900,160,13333.3,98.3
800,160,12500,98.3
700,160,13333.3,98.3
600,160,13333.3,98.3
500,160,13333.3,98.3
400,160,13333.3,98.3
300,159,13333.3,98.3
250,158,14285.7,98.3
200,157,14285.7,98.05
180,155,14285.7,97.9
160,154,15384.6,97.8
140,153,15384.6,97.55
120,150,16666.7,96.85
100,148,16666.7,96.5
90,146,16666.7,96.3
80,144,18181.8,95.85
70,142,18181.8,95.05
60,140,20000,94.65
55,138,20000,94.2
50,137,20000,93.95
45,134,20000,93.55
40,132,22222.2,93.2
35,129,22222.2,92.75
30,125,22222.2,91.7
25,120,22222.2,91
20,114,25000,90.1
15,105,25000,87.5
10,91,28571.4,85.3
