Loaded fvecs: 200 vectors of dimension 128 from ./quantile_partitions/ytb_audio_equality/ytb_audio_equality_Q2_query.fvecs
Loaded label sets: 200
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
2834838,3624790,2482510,3504777,3206601,3351813,3579219,1517245,3064977,1666991,
ef,recall,qps,dist_comp,hops
1700,0.9865,5687.61,323.875,323.875
1400,0.9865,6665.76,323.875,323.875
1100,0.9865,6771.39,323.875,323.875
1000,0.9865,6602.73,323.875,323.875
900,0.9865,6939.12,323.875,323.875
800,0.9865,6935.03,323.875,323.875
700,0.9865,6948.57,323.875,323.855
600,0.9855,6994.46,323.62,319.695
500,0.986,7149.39,322.39,306.54
400,0.9865,7531.64,318.915,279.525
300,0.9865,8075.06,310.965,239.42
250,0.9875,8610.13,303.91,213.865
200,0.9865,9368.21,293.5,183.545
180,0.987,9953.46,288.365,169.18
160,0.987,10354.5,281.615,153.63
140,0.986,11093.1,273.29,137.145
120,0.986,11945.1,262.63,119.56
100,0.9865,13181.9,249.485,100.375
90,0.9865,14227.2,241.825,90.56
80,0.987,14874.5,232.89,80.615
70,0.985,16186.7,222.415,70.705
60,0.9855,17473.9,211.03,60.765
55,0.985,18431.6,204.69,55.81
50,0.985,19804.4,197.66,50.845
45,0.9835,20595.3,190.325,45.945
40,0.9785,21777.1,181.41,41.025
35,0.9775,23671.5,171.635,36.095
30,0.9745,26352.5,160.625,31.21
25,0.9725,28419.4,148.315,26.375
20,0.9585,31728.5,133.445,21.515
15,0.938,37675.7,115.92,16.78
10,0.904,46676.2,93.31,12.09
