ef,recall,qps,distance_computations_per_query
/root/work/data/vecs/gist1m/gist_base.fvecs
/root/work/lssg/example/quantile_partitions/gist1m_equality/gist1m_equality_Q1_query.fvecs
Ground truth loaded from /root/work/others/Unified-Navigating-Graph/data/gt_quantile/gist1m_equality/Q1_gt_12_labels_zipf.bin
Base Label Load Finished
Query Label Load Finished
All Points:: 6917766
All Points:: 2736267
1700,0.68,42.4719,23050.1
1400,0.68,43.0942,22825.3
1100,0.68,44.0141,22451
1000,0.68,44.4247,22283
900,0.68,44.8934,22092.6
800,0.68,45.403,21863
700,0.68,45.9876,21593.3
600,0.68,46.6962,21282.2
500,0.68,47.3709,20906
400,0.68,48.5201,20440.3
300,0.68,49.8629,19825.2
250,0.68,52.8821,18910.3
200,0.68,56.164,17617.4
180,0.68,55.8347,16942
160,0.68,60.6244,16148.2
140,0.68,69.0369,15319.4
120,0.68,76.1615,14294
100,0.6805,84.0336,13166.4
90,0.6805,89.3256,12525.5
80,0.6805,95.9693,11797.1
70,0.6805,104.221,11045.2
60,0.68,115.207,10116
55,0.68,120.919,9703.19
50,0.68,128.123,9265.53
45,0.679,138.696,8636.69
40,0.678,144.718,8289.47
35,0.6775,157.109,7719.73
30,0.676,168.634,7235.49
25,0.6755,189.934,6459.48
20,0.6715,210.084,5887.34
15,0.664,234.467,5321.86
10,0.6485,293.686,3996.03
