Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
1700,0.9965,157.551,10091.6,1389.89
1400,0.995,186.22,8768.23,1166.02
1100,0.9933,227.193,7336.26,935.85
1000,0.9931,245.813,6828.17,857.642
900,0.9921,267.824,6305.61,778.607
800,0.9906,287.397,5765.94,697.746
700,0.9888,334.041,5201.46,615.566
600,0.9869,351.487,4611.05,532.18
500,0.9831,407.819,3995.78,447.766
400,0.9784,499.628,3340.47,361.961
300,0.9718,631.337,2642.66,275.213
250,0.9654,743.186,2275.24,231.396
200,0.9555,922.063,1890.64,187.246
180,0.9495,1008.59,1731.73,169.487
160,0.9456,1103.38,1571.89,151.81
140,0.9367,1262.83,1406.24,133.918
120,0.925,1449.94,1234.11,115.83
100,0.9115,1685.38,1060.78,97.929
90,0.9046,1803.81,971.416,88.923
80,0.8959,2054.82,881.386,79.8
70,0.8842,2308.98,789.96,70.748
60,0.8678,2620.62,700,61.788
55,0.8599,2633.91,654.636,57.242
50,0.8474,3031.73,608.301,52.612
45,0.836,3273.77,563.826,48.137
40,0.8227,3547.56,516.333,43.493
35,0.8043,3978.6,469.509,38.945
30,0.7915,4246.5,441.277,36.161
25,0.7915,4250.03,441.274,36.104
20,0.7914,4257.32,441.271,36.044
15,0.7914,4252.62,441.269,35.984
10,0.7912,4254.39,441.265,35.938
