ef,recall,qps,distance_computations_per_query
1700,0.521,1.77781,651531
1400,0.521,1.60533,651531
1100,0.521,1.67664,651531
1000,0.521,1.64549,651531
900,0.521,1.66779,651531
800,0.521,1.69179,651531
700,0.521,1.65682,651531
600,0.521,1.64134,651531
500,0.521,1.64625,651531
400,0.521,1.5802,651531
300,0.521,1.6506,651531
250,0.521,1.63757,651531
200,0.521,1.77226,651531
180,0.521,1.68469,651531
160,0.521,1.71926,651531
140,0.521,1.69269,651531
120,0.521,1.7098,651531
100,0.521,1.76484,649023
90,0.521,1.70311,644389
80,0.521,1.63447,635622
70,0.521,1.92623,624129
60,0.521,1.84843,606849
55,0.521,2.07853,596363
50,0.521,2.09174,582298
45,0.521,2.23474,564709
40,0.521,2.37662,543585
35,0.521,2.45002,521080
30,0.521,2.79865,491456
25,0.521,2.96266,463213
20,0.521,3.6667,409048
15,0.521,4.50096,351146
10,0.52,6.35324,271691
