ef,recall,qps,distance_computations_per_query
1700,0.98,6.3802,308553
1400,0.9785,7.23223,283391
1100,0.978,8.43455,255403
1000,0.9765,8.98796,244547
900,0.9765,9.64692,232836
800,0.9755,10.4521,219733
700,0.9755,11.4574,205021
600,0.975,12.8287,188016
500,0.9735,14.7189,168059
400,0.971,17.5593,144671
300,0.9655,21.0018,118126
250,0.9625,22.3964,103208
200,0.96,26.3262,86974.6
180,0.959,28.9143,79920.8
160,0.958,32.1699,72821.7
140,0.956,41.1269,65579.4
120,0.9525,47.2144,58083.1
100,0.951,55.0812,50393
90,0.9495,60.2591,46260.4
80,0.9495,66.6445,42093
70,0.9455,75.1597,37613.6
60,0.943,86.2441,33082.4
55,0.9415,93.2401,30680.9
50,0.9405,100.908,28454
45,0.9395,111.359,25908.1
40,0.938,123.077,23582.1
35,0.936,137.552,21251.2
30,0.9355,156.617,18828.9
25,0.9265,182.815,16315.6
20,0.924,216.92,13863.7
15,0.9195,272.48,11203.1
10,0.913,380.952,8143.48
