L,Cmps,QPS,Recall
1700,86259,20.291,21.81
1400,76800,22.5994,20.1
1100,66367,25.5454,18.16
1000,62595,26.5414,17.63
900,58678,27.8847,16.64
800,54477,30.2783,15.77
700,50101,32.3164,14.79
600,45556,34.5077,13.92
500,40518,35.7079,12.89
400,35107,40.5927,11.81
300,29195,45.6871,10.81
250,25904,47.0168,9.69
200,22374,52.0508,9.01
180,20927,52.9886,8.59
160,19371,55.9628,8.32
140,17712,58.3567,7.69
120,16019,59.8623,7.27
100,14248,60.3245,6.78
90,13307,61.9809,6.57
80,12329,65.0999,6.32
70,11322,67.9902,6.01
60,10309,68.7663,5.67
55,9747,69.9888,5.41
50,9168,70.2889,5.23
45,8588,73.551,5.12
40,7960,76.6636,4.9
35,7304,76.5697,4.6
30,6687,80.2568,4.35
25,6013,82.1018,4.11
20,5297,83.9137,3.75
15,4543,84.5023,3.29
10,3689,88.4799,3.05
