Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
20000,0.9988,27.2764,43785.1,11222.7
15000,0.9989,32.1093,37592.1,8906.74
10000,0.9985,40.3919,29938.6,6387.53
5000,0.9972,66.6922,19797.5,3571.5
2500,0.9936,113.425,12538.9,1955.22
2000,0.9916,151.386,10727,1607.2
1700,0.9889,173.72,9551.77,1389.89
1400,0.9854,203.424,8296.25,1166.01
1100,0.98,247.883,6944.33,935.952
1000,0.9783,239.238,6464,857.691
900,0.9752,259.776,5968.46,778.657
800,0.9715,286.994,5456.44,697.809
700,0.967,320.951,4926.07,615.743
600,0.9616,365.686,4367.44,532.231
500,0.9535,428.032,3787.99,447.89
400,0.9429,518.712,3170.72,362.09
300,0.9283,663.625,2513.55,275.468
250,0.9166,792.797,2166.97,231.623
200,0.9019,960.508,1803.08,187.421
180,0.894,1047.31,1652.38,169.597
160,0.8865,1165.87,1501.53,151.976
140,0.8758,1310.22,1342.94,133.925
120,0.8632,1497.03,1183.68,116.006
100,0.8497,1756.74,1018.28,97.97
90,0.8405,1898.76,933.856,88.899
80,0.8291,2126.88,847.354,79.779
70,0.8203,2376.81,761.523,70.82
60,0.8045,2693.43,674.34,61.722
55,0.7974,2888.52,631.802,57.188
50,0.7867,3121.88,587.294,52.566
45,0.7757,3375.81,545.704,48.11
40,0.7626,3696.14,500.617,43.514
35,0.7478,4065.38,455.95,38.948
30,0.7358,4267.41,428.339,36.131
25,0.7358,4351.97,428.336,36.072
20,0.7358,4358.26,428.335,36.013
15,0.7357,4358.86,428.333,35.954
10,0.7356,4355.07,428.331,35.911
