Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
387223,256019,153229,216997,177328,974198,359903,768297,308241,435667,
ef,recall,qps,dist_comp,hops
20000,0.9979,10.1611,169467,20000.5
15000,0.9975,12.6336,137322,15001.2
10000,0.9971,18.1586,100653,10000.6
5000,0.996,34.8445,57685,5000.61
2500,0.9953,64.3902,31796.6,2500.5
2000,0.9944,79.5824,26055.6,2000.37
1700,0.9934,92.8985,22531,1701.24
1400,0.9919,120.143,18900.1,1401.14
1100,0.9903,150.587,15162.5,1101.13
1000,0.9893,167.838,13890.8,1001.17
900,0.9876,186.258,12605.8,901.314
800,0.9862,209.206,11308.3,801.53
700,0.9845,238.805,9995.86,701.736
600,0.9819,277.523,8667.14,602.365
500,0.9784,332.113,7315.93,502.772
400,0.9728,412.369,5938.27,402.967
300,0.9666,545.463,4543.52,303.718
250,0.9603,649.408,3839.82,254.472
200,0.9514,801.669,3125.71,205.084
180,0.9484,884.985,2837.02,185.417
160,0.9443,981.382,2548.79,165.871
140,0.9368,1111.76,2256.27,146.163
120,0.9308,1281.96,1963.6,126.586
100,0.9203,1512.69,1667.58,106.912
90,0.9122,1670.98,1517.3,97.022
80,0.9048,1854.58,1370.7,87.408
70,0.8962,2077.63,1226.32,77.974
60,0.8808,2363.25,1080.65,68.363
55,0.8718,2544.33,1005.67,63.333
50,0.8621,2754.83,934.02,58.538
45,0.8535,2988.74,863.382,53.827
40,0.8404,3269.54,790.742,49.019
35,0.8226,3624.56,717.188,44.157
30,0.8073,3865.12,672.45,41.214
25,0.8073,3862.64,672.45,41.214
20,0.8073,3857.4,672.45,41.214
15,0.8073,3861.48,672.45,41.214
10,0.8073,3851.7,672.45,41.214
