Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
436495,809376,314848,539868,195130,364374,79053,281421,376137,704064,
ef,recall,qps,dist_comp,hops
20000,0.9997,182.26,8640.17,5590.79
15000,0.9998,211.434,7790.19,4699.86
10000,0.9997,264.909,6614.65,3624.79
5000,0.9997,399.201,4792.77,2304.48
2500,0.9997,616.5,3347.9,1424.04
2000,0.9996,713.162,2965.72,1202.69
1700,0.9997,796.379,2710.03,1057.09
1400,0.9997,907.765,2427.05,904.019
1100,0.9995,1067.05,2110.29,741.734
1000,0.9996,1145.56,1994.8,685.498
900,0.9996,1234.47,1873.18,628.087
800,0.9993,1339.03,1745.32,568.573
700,0.9992,1470.9,1609.78,507.6
600,0.9992,1645.57,1464.85,445.586
500,0.9989,1877.93,1307.16,380.985
400,0.9985,2208.59,1135.14,314.531
300,0.9985,2728.38,943.982,244.524
250,0.9983,3121.81,838.308,208.569
200,0.9978,3677.02,724.18,171.696
180,0.9976,3970.44,675.65,156.57
160,0.9974,4303.61,624.572,141.105
140,0.9962,4734.65,572.093,125.494
120,0.9951,5329.66,516.217,109.541
100,0.9948,6104.33,457.139,93.208
90,0.9936,6570.87,427.214,84.905
80,0.9918,7144.22,395.65,76.429
70,0.9897,7856.05,362.425,67.812
60,0.9882,8751.14,328.263,59.121
55,0.9868,9298.37,310.722,54.785
50,0.984,9895.74,292.128,50.327
45,0.9819,10662.4,273.17,45.877
40,0.9789,11497.6,254.101,41.451
35,0.9747,12568,234.058,36.969
30,0.97,13879.7,213.402,32.504
25,0.9595,15567.9,191.096,27.934
20,0.9425,17888.5,168.26,23.386
15,0.9187,21236.4,143.62,18.752
10,0.8752,26393.3,117.596,14.169
