Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
20000,0.9991,27.3991,43888.2,11224
15000,0.9987,34.475,37742.9,8907.31
10000,0.9984,44.6462,30112.1,6387.51
5000,0.9967,76.3321,19934.2,3571.51
2500,0.9944,130.108,12612.7,1955.19
2000,0.9932,155.29,10782.1,1607.17
1700,0.9907,176.976,9593.3,1389.86
1400,0.9892,207.663,8327.15,1166.05
1100,0.9843,253.57,6959.94,935.878
1000,0.9825,274.118,6475.97,857.676
900,0.9806,299.694,5975.48,778.64
800,0.9777,330.993,5460.51,697.79
700,0.9735,372.368,4923.81,615.652
600,0.968,423.298,4362.81,532.235
500,0.9606,495.452,3777.03,447.838
400,0.9514,601.8,3156.09,362.043
300,0.9362,773.78,2494.91,275.359
250,0.9254,910.959,2146.31,231.546
200,0.9101,1108.5,1784.83,187.531
180,0.902,1217.72,1634.28,169.77
160,0.8922,1350.84,1482.48,151.991
140,0.8793,1520.25,1326.13,134.125
120,0.8654,1734.09,1168.91,116.361
100,0.8476,2033.45,1004.27,98.254
90,0.8357,2227.88,920.394,89.285
80,0.8233,2463.44,835.825,80.391
70,0.8078,2757.47,750.909,71.392
60,0.7896,3107.34,667.663,62.604
55,0.7744,3342.8,623.637,57.97
50,0.7617,3585.43,582.517,53.619
45,0.7461,3895.58,538.699,48.921
40,0.7304,4248.97,495.477,44.343
35,0.7115,4693.18,452.032,39.823
30,0.6975,4988.16,424.553,37.024
25,0.6974,4984.33,424.549,36.971
20,0.697,4988.19,424.537,36.909
15,0.697,4990.46,424.537,36.852
10,0.6968,4986.44,424.533,36.808
