Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3444340,4222350,2597462,1672995,3070603,1670387,3673399,3415431,1333262,1287160,
ef,recall,qps,dist_comp,hops
3000,0.9713,93.6901,26124.5,2905.98
2500,0.9684,115.23,22332.6,2430.84
2000,0.9638,142.775,18398.6,1952.27
1700,0.9608,166.133,15967,1664.74
1400,0.9575,199.053,13474.9,1375.4
1100,0.951,249.687,10905.7,1084.95
1000,0.9491,272.052,10029.6,987.902
900,0.9465,303.102,9143.04,890.905
800,0.9432,336.501,8245.55,793.919
700,0.9385,367.9,7336.65,696.742
600,0.9331,423.833,6418.35,599.731
500,0.9268,501.883,5480.52,502.419
400,0.9194,612.469,4528.97,405.329
300,0.9095,838.27,3539.84,307.561
250,0.9005,1000.89,3034.87,258.988
200,0.8889,1218.98,2523.89,210.431
180,0.8833,1347.91,2296.69,189.766
160,0.8765,1497.15,2080.78,169.984
140,0.8678,1671.1,1865.04,150.471
120,0.8572,1929.87,1643.9,130.691
100,0.8418,2254.57,1415.3,110.705
90,0.8319,2453.34,1301.34,100.804
80,0.8225,2696.86,1191.35,91.343
70,0.8056,3008.89,1067.74,81.018
60,0.7874,3406.09,943.024,70.543
55,0.7761,3655.52,880.989,65.291
50,0.7666,3921.73,823.284,60.401
45,0.7536,4099.76,764.593,55.41
40,0.736,4606.61,703.139,50.31
35,0.7183,5053.36,641.089,45.219
30,0.7072,5371.24,603.248,42.16
25,0.7072,5364.6,603.24,42.155
20,0.7072,5378.63,603.23,42.15
15,0.7072,5349.74,603.222,42.145
10,0.7072,5331.79,603.202,42.141
