Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3444340,4222350,2597462,1672995,3070603,1670387,3673399,3415431,1333262,1287160,
ef,recall,qps,dist_comp,hops
3000,0.9531,95.3808,26211.7,2905.73
2500,0.9478,115.898,22336,2430.61
2000,0.9409,158.594,18325.3,1951.97
1700,0.935,185.419,15861.7,1664.52
1400,0.9289,222.213,13341.8,1375.25
1100,0.9182,279.966,10760.3,1085.09
1000,0.914,307.198,9881.61,988.082
900,0.9098,338.505,8995.31,890.948
800,0.9028,379.023,8101.78,794.021
700,0.8958,431.705,7196.96,696.833
600,0.8889,498.77,6281.06,599.781
500,0.8784,591.025,5348.82,502.267
400,0.8636,730.13,4403.33,404.799
300,0.8461,937.806,3437.43,307.291
250,0.8345,1105.27,2940.18,258.558
200,0.818,1329.56,2437.17,209.943
180,0.807,1476.85,2224.67,189.986
160,0.7972,1647.4,2012.33,170.11
140,0.781,1876.9,1800.61,150.455
120,0.7654,2149.41,1589.25,130.867
100,0.7452,2497.78,1373.14,111.421
90,0.7323,2725.1,1264.03,101.599
80,0.7208,2997.31,1154,91.798
70,0.7074,3346.01,1035.82,81.598
60,0.6944,3746.91,918.825,71.533
55,0.6844,3994.43,861.971,66.54
50,0.6747,4294.04,808.607,61.804
45,0.6589,4640.83,751.629,56.761
40,0.6409,4779.12,691.879,51.62
35,0.6152,4873.92,629.242,46.311
30,0.5956,5243.14,590.798,43.003
25,0.5956,5234.89,590.787,42.996
20,0.5956,5158.77,590.777,42.991
15,0.5956,5168.29,590.77,42.986
10,0.5956,5155.35,590.75,42.982
