Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3449742,4216491,1464914,1240200,3682961,1664400,1247207,2004980,3409268,3451470,
ef,recall,qps,dist_comp,hops
3000,0.9786,173.382,9848.8,2030.12
2500,0.9763,210.243,8689.63,1749.68
2000,0.9744,230.559,7456.79,1451.98
1700,0.9723,262.226,6672.55,1263.85
1400,0.9695,306.142,5822.84,1069.3
1100,0.9664,370.978,4898.8,867.677
1000,0.9656,400.77,4572.65,798.462
900,0.9636,437.516,4237.06,727.66
800,0.9626,481.571,3888.23,655.601
700,0.9603,536.347,3525.33,582.195
600,0.9569,609.009,3144.45,507.461
500,0.953,705.355,2750.39,431.181
400,0.9473,850.82,2333.21,352.615
300,0.9385,1077.33,1888.27,271.546
250,0.9328,1251.95,1654.51,230.102
200,0.9244,1500.68,1410.98,188.01
180,0.9184,1632.62,1308.35,171.042
160,0.9115,1791.71,1200.69,153.674
140,0.9027,2004.51,1085.47,135.866
120,0.8951,2260.71,969.777,118.297
100,0.8843,2592.3,850.179,100.453
90,0.8757,2823.77,787.955,91.423
80,0.8668,3119.72,719.912,82.017
70,0.8566,3450.22,657.348,73.032
60,0.8443,3873.22,590.093,63.729
55,0.8351,4108.91,555.108,58.904
50,0.8285,4367.28,522.196,54.343
45,0.8197,4700.23,487.643,49.665
40,0.8056,5075.95,451.682,44.832
35,0.7903,5526,414.705,40.043
30,0.7806,5840.96,392.42,37.08
25,0.7795,5881.23,392.06,36.704
20,0.7793,5907.98,391.754,36.385
15,0.779,5913.1,391.554,36.122
10,0.7781,5861.3,391.367,35.928
