1700,0.9974,10.9373,138115
1400,0.9974,12.5878,122097
1100,0.9975,15.0202,104021
1000,0.9973,16.2293,97362.6
900,0.9974,17.6171,90368.4
800,0.9973,19.1622,83001.7
700,0.9973,21.3529,75364.7
600,0.9974,24.0848,67262.6
500,0.9973,27.8777,58615.9
400,0.9971,33.3745,49397.7
300,0.9971,42.3191,39421.5
250,0.9974,49.2902,34130.4
200,0.9971,59.4354,28535.1
180,0.9969,64.8088,26266.8
160,0.997,71.4694,23949.8
140,0.997,80.0769,21491.1
120,0.9969,90.8513,19030.2
100,0.9968,105.519,16470
90,0.9965,115.247,15139.6
80,0.9967,127.372,13794
70,0.9967,142.41,12411.1
60,0.9964,162.259,10961.5
55,0.9961,174.611,10216.8
50,0.996,189.215,9458.77
45,0.9961,206.697,8683.58
40,0.9953,228.05,7906.94
35,0.9948,254.001,7129.6
30,0.9942,287.439,6337.88
25,0.9934,334.448,5495.11
20,0.9919,402.739,4613.8
15,0.9895,503.018,3721.78
10,0.9834,704.722,2721.48
