Loaded fvecs: 200 vectors of dimension 128 from ./quantile_partitions/ytb_audio_equality/ytb_audio_equality_Q3_query.fvecs
Loaded label sets: 200
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
4846163,3298050,4508499,4286852,4497841,3617788,3061529,3635628,3443781,1176346,
ef,recall,qps,dist_comp,hops
1700,0.9855,1273.76,1615.92,1355.06
1400,0.986,1426.06,1570.95,1212.43
1100,0.9855,1588.03,1497.59,1027.84
1000,0.9855,1667.9,1464.1,954.74
900,0.9845,1769.41,1424.19,876.145
800,0.9855,1885.78,1376.47,793.17
700,0.9845,2043.61,1318.51,699.955
600,0.985,2260.32,1247.26,600.29
500,0.985,2567.27,1159.47,500.4
400,0.985,3012.63,1048.04,400.545
300,0.9825,3741.76,901.735,300.725
250,0.983,4372.92,809.715,250.885
200,0.977,5259.83,703.55,201.085
180,0.9725,5783.75,656.265,181.155
160,0.9685,6313.51,607.225,161.215
140,0.962,7044.9,556.985,141.345
120,0.9535,7953.52,504.78,121.54
100,0.938,9056.89,449.255,101.635
90,0.9305,9999.9,421.13,91.775
80,0.918,10711.1,391.635,81.87
70,0.9055,11777.9,360.565,71.96
60,0.8935,13206.3,328.58,62.16
55,0.8795,13981.7,311.33,57.24
50,0.867,15276.4,292.925,52.255
45,0.856,16139.1,275.25,47.525
40,0.8445,17490.6,256.705,42.6
35,0.836,19219.4,235.855,37.795
30,0.8175,21834.3,213.97,32.99
25,0.8015,23765.2,191.775,28.355
20,0.771,27288.2,167.39,23.81
15,0.73,32531.3,142.95,19.35
10,0.6535,40408.4,115.945,14.66
