L,Cmps,QPS,Recall
1700,7673,580.046,100
1400,6954,692.281,100
1100,6126,855.432,100
1000,5819,935.454,100
900,5494,1021.97,100
800,5146,1139.6,100
700,4773,1266.62,100
600,4370,1439.88,100
500,3929,1690.62,100
400,3442,2059.73,100
300,2888,2597.4,100
250,2577,3062.79,100
200,2236,3610.11,99.99
180,2090,4016.06,99.985
160,1937,4357.3,99.975
140,1776,4866.18,99.97
120,1606,5509.64,99.95
100,1423,6389.78,99.925
90,1327,6944.44,99.915
80,1226,7662.84,99.875
70,1122,8695.65,99.805
60,1011,9523.81,99.705
55,954,10050.3,99.625
50,894,10929,99.55
45,833,11834.3,99.42
40,770,13071.9,99.215
35,705,14598.5,98.975
30,637,16666.7,98.545
25,566,18181.8,97.88
20,492,21276.6,96.68
15,413,25974,94.395
10,332,33333.3,90.105
