ef,recall,qps,distance_computations_per_query
/root/work/data/vecs/gist1m/gist_base.fvecs
/root/work/lssg/example/quantile_partitions/gist1m_containment/gist1m_containment_Q3_query.fvecs
Ground truth loaded from /root/work/others/Unified-Navigating-Graph/data/gt_quantile/gist1m_containment/Q3_gt_12_labels_zipf.bin
Base Label Load Finished
Query Label Load Finished
All Points:: 6917766
All Points:: 2736267
1700,1,64.9984,18333
1400,1,74.5434,16246
1100,0.9995,88.1057,13935.4
1000,0.999,93.8086,13098
900,0.9985,100.959,12226.9
800,0.9985,109.769,11316.1
700,0.9985,120.192,10361.4
600,0.9975,133.958,9337.42
500,0.996,152.439,8251.31
400,0.9945,179.695,7065.36
300,0.991,222.222,5755.29
250,0.99,255.102,5040.34
200,0.988,300.3,4282.51
180,0.986,327.332,3958.53
160,0.981,358.423,3623.35
140,0.979,396.04,3281.53
120,0.9745,442.478,2926.97
100,0.9655,511.509,2554.92
90,0.9595,549.451,2358.9
80,0.955,604.23,2159.97
70,0.9465,673.401,1947.18
60,0.9355,757.576,1736.74
55,0.922,816.327,1621.19
50,0.908,877.193,1505.09
45,0.897,947.867,1393.16
40,0.882,1041.67,1272.37
35,0.8645,1156.07,1151.32
30,0.836,1298.7,1026.99
25,0.8045,1481.48,904.115
20,0.7665,1739.13,772.72
15,0.702,2127.66,634.96
10,0.6225,2777.78,494.285
