ef,recall,qps,dist_comp,hops
1700,0.0,77,12218.9,1408.68
1400,0.0,90,10648.025,1162.105
1100,0.0,109,8956.12,918.02
1000,0.0,118,8378.595,836.075
900,0.0,130,7788.07,753.955
800,0.0,141,7177.775,671.965
700,0.0,157,6542.67,589.835
600,0.0,178,5892.145,507.19
500,0.0,205,5196.135,424.025
400,0.0,244,4455.68,339.895
300,0.0,304,3655.105,257.59
250,0.0,351,3220.36,215.54
200,0.0,420,2742.445,173.745
180,0.0,427,2550.17,157.73
160,0.0,406,2354.43,140.86
140,0.0,464,2131.405,123.205
120,0.0,527,1915.355,106.965
100,0.0,741,1673.57,89.99
90,0.0,816,1549.125,81.685
80,0.0,894,1427.62,73.64
70,0.0,989,1295.38,65.72
60,0.0,1115,1152.815,57.055
55,0.0,1196,1075.46,52.405
50,0.0,1267,1018.04,48.93
45,0.0,1367,945.825,44.71
40,0.0,1490,867.67,40.62
35,0.0,1643,786.24,36.23
30,0.0,1853,695.64,31.375
25,0.0,2140,597.255,26.635
20,0.0,2511,501.71,21.97
15,0.0,3067,404.48,17.58
10,0.0,4102,292.93,12.315
