efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.001,23493.6,22.5942,0.01
1400,0.001,32541.7,22.6002,0.01
1100,0.001,35013.8,22.6013,0.01
1000,0.001,37686.4,22.6024,0.01
900,0.001,39054.9,22.6028,0.01
800,0.001,38926.3,22.6028,0.01
700,0.001,40958,22.6034,0.01
600,0.001,39587.6,22.603,0.01
500,0.001,42016.6,22.6038,0.01
400,0.001,40136.9,22.6032,0.01
300,0.001,34118.1,22.6009,0.01
250,0.001,32807.7,22.6004,0.01
200,0.001,38603.8,22.6027,0.01
180,0.001,39292.7,22.6029,0.01
160,0.001,41920,22.6037,0.01
140,0.001,38796.6,22.6028,0.01
120,0.001,42653.2,22.6039,0.01
100,0.001,40296.9,22.6032,0.01
90,0.001,42707.5,22.604,0.01
80,0.001,40774.8,22.6034,0.01
70,0.001,43401.3,22.6042,0.01
60,0.001,41152.9,22.6035,0.01
55,0.001,23897.8,22.5945,0.01
50,0.001,38388.3,22.6026,0.01
45,0.001,40958,22.6034,0.01
40,0.001,39628.7,22.603,0.01
35,0.001,42480.4,22.6039,0.01
30,0.001,40992,22.6035,0.01
25,0.001,42454.6,22.6039,0.01
20,0.001,41947.2,22.6037,0.01
15,0.001,43743.1,22.6042,0.01
10,0.001,39690.6,22.6031,0.01
