efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.0005,20054,19.4632,0.04
1400,0.0005,27005.1,19.4681,0.04
1100,0.0005,32900.4,19.4706,0.04
1000,0.0005,33846.9,19.4709,0.04
900,0.0005,35310,19.4714,0.04
800,0.0005,34849.4,19.4713,0.04
700,0.0005,35191.5,19.4714,0.04
600,0.0005,34861,19.4713,0.04
500,0.0005,33732.5,19.4709,0.04
400,0.0005,32326,19.4704,0.04
300,0.0005,17462.8,19.4604,0.04
250,0.0005,34187.6,19.471,0.04
200,0.0005,35112,19.4713,0.04
180,0.0005,38490.4,19.4723,0.04
160,0.0005,39462.8,19.4725,0.04
140,0.0005,40129.2,19.4727,0.04
120,0.0005,42616.4,19.4732,0.04
100,0.0005,40314.3,19.4727,0.04
90,0.0005,43947,19.4735,0.04
80,0.0005,22232.1,19.4651,0.04
70,0.0005,24093.4,19.4664,0.04
60,0.0005,38744.7,19.4723,0.04
55,0.0005,39300.1,19.4725,0.04
50,0.0005,41288.6,19.4729,0.04
45,0.0005,37595.2,19.472,0.04
40,0.0005,41433.4,19.473,0.04
35,0.0005,38632.3,19.4723,0.04
30,0.0005,41237.9,19.4729,0.04
25,0.0005,39896.4,19.4726,0.04
20,0.0005,42497.6,19.4732,0.04
15,0.0005,40347.3,19.4727,0.04
10,0.0005,41796.8,19.4731,0.04
