efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.013,15550.9,22.3116,1.635
1400,0.013,19290.4,22.3178,1.635
1100,0.013,21927.6,22.3209,1.635
1000,0.013,22629.7,22.3216,1.635
900,0.013,23443.7,22.3223,1.635
800,0.013,23196.7,22.3221,1.635
700,0.013,22867.8,22.3218,1.635
600,0.013,23296.5,22.3222,1.635
500,0.013,22766.1,22.3217,1.635
400,0.013,17689.6,22.3154,1.635
300,0.013,16069.2,22.3126,1.635
250,0.013,23565.5,22.3224,1.635
200,0.013,23380.9,22.3223,1.635
180,0.013,23258.4,22.3222,1.635
160,0.013,21810.1,22.3207,1.635
140,0.013,23306.9,22.3222,1.62
120,0.013,24387.6,22.3232,1.615
100,0.013,24819.8,22.3235,1.525
90,0.013,21226.8,22.3201,1.52
80,0.013,16805.1,22.3139,1.5
70,0.013,27019.9,22.3251,1.48
60,0.013,28034.9,22.3258,1.445
55,0.013,28364.8,22.326,1.435
50,0.013,28429.2,22.3261,1.395
45,0.013,26219.3,22.3246,1.38
40,0.013,30478.5,22.3272,1.315
35,0.013,30377,22.3272,1.305
30,0.013,31387.4,22.3277,1.265
25,0.013,32352.2,22.3282,1.23
20,0.013,32669.7,22.3283,1.175
15,0.0115,33289.4,22.3286,1.05
10,0.0095,33789.6,22.3288,0.92
