Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3449742,4216491,1464914,1240200,3682961,1664400,1247207,2004980,3409268,3451470,
ef,recall,qps,dist_comp,hops
20000,0.9888,41.2795,29981.7,9186
15000,0.9875,50.1807,25677.9,7337.71
10000,0.986,68.145,20373.9,5325.04
5000,0.9828,114.396,13435.1,3064.68
2500,0.9775,192.823,8511.41,1750.17
2000,0.9756,229.355,7302.81,1452.25
1700,0.9735,260.655,6533.07,1264.09
1400,0.9711,303.962,5703.78,1069.59
1100,0.968,368.92,4798.94,867.767
1000,0.9664,398.544,4480.59,798.615
900,0.965,434.355,4150.8,727.809
800,0.962,479.402,3807.58,655.623
700,0.9595,533.795,3451.41,582.079
600,0.9562,607.03,3079.83,507.287
500,0.9529,699.888,2691.24,430.953
400,0.9482,848.267,2284.12,352.326
300,0.941,1078.81,1845.12,271.059
250,0.9344,1244.82,1614.57,229.608
200,0.9262,1507.01,1370.72,187.399
180,0.9229,1643,1267.13,170.186
160,0.9182,1808.14,1165.79,153.165
140,0.9118,2014.51,1053.43,135.468
120,0.9044,2258.43,939.105,117.782
100,0.894,2844.94,823.242,100.094
90,0.8818,3165.57,760.342,90.786
80,0.8772,3473.45,698.325,81.673
70,0.8684,3832.29,636.68,72.602
60,0.8551,4274.32,572.577,63.424
55,0.8489,4543.06,539.555,58.71
50,0.8408,4857.12,506.355,54.019
45,0.8336,5224.09,472.828,49.361
40,0.8236,5612.24,439,44.719
35,0.8091,6120.91,402.887,39.905
30,0.798,6470.31,379.367,36.763
25,0.7973,6494.62,379.046,36.404
20,0.7967,6521.7,378.742,36.091
15,0.7964,6552.55,378.556,35.831
10,0.7952,6438.51,378.379,35.635
