Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3444340,4222350,2597462,1672995,3070603,1670387,3673399,3415431,1333262,1287160,
ef,recall,qps,dist_comp,hops
20000,0.9816,18.2577,114579,17979.5
15000,0.9792,23.4577,93934.7,13694.1
10000,0.9752,34.146,69611.3,9317.27
5000,0.9617,63.5715,40066.8,4777.66
2500,0.9423,119.409,22099.3,2430.65
2000,0.9322,147.335,18111.6,1952.1
1700,0.9249,171.996,15661.8,1664.45
1400,0.9132,206.658,13161.4,1375.39
1100,0.9,259.674,10597.4,1085.12
1000,0.8946,284.421,9729.86,988.123
900,0.8888,314.145,8854.49,891.295
800,0.8826,351.326,7970.98,794.132
700,0.8765,399.905,7070.64,696.77
600,0.8677,466.264,6165.56,599.704
500,0.8548,567.019,5252.25,502.309
400,0.8393,697.1,4327.27,405.189
300,0.8166,909.706,3376.4,307.744
250,0.8067,1066.72,2892.1,259.29
200,0.7897,1299.71,2404.89,211.049
180,0.7797,1432.18,2196.59,191.218
160,0.7697,1588.58,1985.69,171.171
140,0.7557,1779.64,1779.85,151.564
120,0.7444,2014.16,1574.3,132.16
100,0.7249,2353.12,1364.44,112.74
90,0.7137,2555.12,1260.42,103.086
80,0.6993,2811.54,1149.76,93.07
70,0.6838,3135.41,1033.23,82.91
60,0.6633,3534.21,916.6,72.446
55,0.6474,3781.58,857.599,67.181
50,0.6306,4055.1,799.504,61.921
45,0.6169,4373,742.632,56.893
40,0.5987,4757.12,682.841,51.608
35,0.5806,5215.44,622.589,46.414
30,0.5662,5519.38,586.831,43.357
25,0.5662,5530.06,586.822,43.351
20,0.5662,5527.51,586.812,43.346
15,0.5662,5523.78,586.808,43.342
10,0.5662,5518.52,586.781,43.337
