Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3449742,4216491,1464914,1240200,3682961,1664400,1247207,2004980,3409268,3451470,
ef,recall,qps,dist_comp,hops
20000,0.9854,43.4138,30042.1,9178.18
15000,0.9851,54.225,25791.7,7330.36
10000,0.9837,71.8903,20526.1,5318.75
5000,0.9811,119.959,13568.3,3061.4
2500,0.9745,211.888,8597.83,1748.37
2000,0.9724,251.488,7374.29,1451.17
1700,0.9703,285.676,6593.78,1263.04
1400,0.9672,334.455,5748.81,1068.74
1100,0.9639,405.983,4831.03,867.176
1000,0.9622,438.324,4506.03,798.042
900,0.9604,477.733,4170.88,727.33
800,0.9588,527.915,3822.47,655.27
700,0.9555,587.566,3462.95,582.014
600,0.9497,668.574,3085.1,507.301
500,0.9443,776.687,2694.28,431.378
400,0.937,935.346,2279.87,352.406
300,0.9286,1186.69,1844,271.688
250,0.9216,1377.95,1615.84,230.391
200,0.9089,1643.27,1369.45,187.922
180,0.9035,1801.14,1269.08,170.934
160,0.8964,1982.15,1164.96,153.626
140,0.8872,2206.35,1054.75,136.057
120,0.8745,2499.86,939.334,118.339
100,0.8628,2880.43,824.626,100.75
90,0.8556,3125.99,764.098,91.67
80,0.846,3382.66,705.45,82.822
70,0.8336,3792.42,639.625,73.466
60,0.8173,4245.42,575.585,64.263
55,0.809,4500.55,541.622,59.557
50,0.7995,4815.22,509.284,54.95
45,0.7888,5158.69,474.511,50.139
40,0.773,5573,438.891,45.315
35,0.7607,6065.96,403.294,40.561
30,0.7499,6404.92,381.583,37.577
25,0.7484,6455.52,381.117,37.19
20,0.7478,6446.63,380.793,36.872
15,0.747,6487.86,380.603,36.605
10,0.7459,6502.16,380.418,36.414
