1700,0.983,0.978136,1359860
1400,0.9823,1.09152,1176640
1100,0.9811,1.50122,973169
1000,0.9809,1.6264,898754
900,0.9798,1.66964,821747
800,0.9792,1.927,742001
700,0.9787,2.29876,658327
600,0.9781,2.67237,572669
500,0.977,3.20692,485170
400,0.9741,3.9757,396822
300,0.9716,5.15299,309236
250,0.9703,6.00233,268219
200,0.968,7.1315,232308
180,0.9675,7.71885,218317
160,0.9665,8.45073,203592
140,0.9633,9.36873,188062
120,0.9622,10.5736,171299
100,0.9599,12.2462,152871
90,0.9589,13.3752,142788
80,0.957,14.7601,132091
70,0.955,16.5601,120347
60,0.9527,18.9268,108126
55,0.9512,20.4111,101678
50,0.9507,22.1572,95067.9
45,0.9488,24.3992,87967.6
40,0.9474,27.1754,80359.1
35,0.9437,30.6297,72699.2
30,0.9401,35.1111,64848.6
25,0.9339,41.3787,56547.8
20,0.9266,50.7975,47604.3
15,0.9123,65.9239,38000.7
10,0.8711,95.1203,27527.8
