1700,0.971,0.659487,1154200
1400,0.9707,0.718323,1082060
1100,0.9702,0.81027,989949
1000,0.97,0.855714,953540
900,0.9698,0.901766,911721
800,0.9694,0.963442,863869
700,0.969,1.04475,809238
600,0.9683,1.17277,745808
500,0.9676,1.36145,671888
400,0.9661,1.65857,584509
300,0.965,2.11829,482001
250,0.9644,2.48809,422845
200,0.9629,3.074,356830
180,0.962,3.43559,327756
160,0.9614,3.79328,297266
140,0.9606,4.27508,265335
120,0.9585,4.9883,231433
100,0.9569,5.95167,195608
90,0.9559,6.61853,177473
80,0.9544,7.48811,159463
70,0.9529,8.52798,140808
60,0.9509,9.88201,121877
55,0.9483,10.6314,112967
50,0.9454,11.5535,103124
45,0.9434,13.1003,93368.5
40,0.9412,14.1121,84590.5
35,0.9381,15.8451,75489.8
30,0.9342,18.2795,66942.4
25,0.9307,21.1914,58563
20,0.9223,24.8967,51276.5
15,0.9087,32.3123,43255.1
10,0.8869,44.8833,32667.5
