ef,recall,qps,distance_computations_per_query
1700,0.7275,3.4229,318563
1400,0.7275,3.71885,293888
1100,0.7275,4.15628,264021
1000,0.7275,4.36967,252349
900,0.7275,4.62909,239944
800,0.7275,4.92126,226308
700,0.725,5.34902,210768
600,0.725,5.91191,193060
500,0.725,6.74082,171838
400,0.72,8.03052,145812
300,0.7025,10.1885,116661
250,0.6925,12.2737,97442.5
200,0.6825,14.2908,84530.3
180,0.6825,15.5824,77742.5
160,0.675,17.2414,70389
140,0.67,19.24,63418.6
120,0.665,21.6099,56701.9
100,0.6575,24.9221,49293
90,0.65,27.0636,45409.2
80,0.645,29.7841,41185.9
70,0.6325,33.1675,37224.4
60,0.6175,37.5235,32686
55,0.605,40.2414,30530.4
50,0.6025,43.7158,28196.1
45,0.5975,47.619,25948.1
40,0.59,52.6316,23645.3
35,0.575,57.3066,21576.1
30,0.5625,66.5557,18811.8
25,0.545,77.5194,16276.4
20,0.5075,94.5626,13472.4
15,0.47,119.76,10979.7
10,0.4025,174.672,7861.62
