efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.914,62.3711,14.9731,17566.4
1400,0.9085,75.2246,15.6136,15263.8
1100,0.8995,93.5131,16.2742,12811.5
1000,0.893,102.073,16.5152,11949.1
900,0.888,111.619,16.747,11061.6
800,0.882,123.456,16.9914,10141.3
700,0.8775,139.308,17.2617,9188.51
600,0.868,158.718,17.5273,8195.49
500,0.856,184.928,17.806,7149.93
400,0.8375,223.106,18.1043,6043.07
300,0.8115,283.042,18.4209,4855.62
250,0.79,329.777,18.5923,4219.75
200,0.7705,394.534,18.766,3551.03
180,0.762,433.198,18.846,3275.03
160,0.7495,477.581,18.9225,2987.48
140,0.7325,532.395,19,2692.68
120,0.7085,606.774,19.0835,2383.49
100,0.679,706.589,19.1687,2067.66
90,0.662,769.035,19.211,1903.36
80,0.6415,849.239,19.2564,1735.06
70,0.6205,949.983,19.3028,1561.92
60,0.5945,1063.84,19.3449,1382.98
55,0.58,1158.3,19.3736,1291.07
50,0.5595,1268.39,19.4018,1197.69
45,0.54,1383.27,19.4265,1101.53
40,0.5105,1527.8,19.4523,1004.15
35,0.4785,1713.47,19.4792,905.175
30,0.4365,1945.36,19.5056,804.845
25,0.406,2276.01,19.5341,699.5
20,0.3525,2748.96,19.563,590.9
15,0.289,3489.84,19.5926,478.475
10,0.1915,4881.75,19.624,359.04
