efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9385,60.6614,19.2235,17561.7
1400,0.9305,73.1839,20.3256,15266.3
1100,0.9215,90.9383,21.4909,12810.8
1000,0.917,99.1708,21.921,11941.5
900,0.913,108.571,22.3487,11048.2
800,0.9085,120.621,22.8179,10130.9
700,0.902,134.568,23.2742,9169.84
600,0.8935,154.146,23.7969,8172.93
500,0.8795,179.887,24.3345,7124.26
400,0.8605,215.773,24.8946,6020.16
300,0.8305,275.597,25.5341,4834.73
250,0.816,320.421,25.8694,4200.57
200,0.7915,384.385,26.2217,3534.49
180,0.7805,419.539,26.3724,3254.47
160,0.763,460.956,26.5222,2968.31
140,0.744,507.249,26.6622,2672.64
120,0.722,586.495,26.8529,2365.07
100,0.6985,687.502,27.0348,2049.18
90,0.6815,751.222,27.1253,1885.31
80,0.665,830.058,27.2186,1717.52
70,0.642,927.231,27.3125,1547.68
60,0.6135,1054.47,27.4099,1370.77
55,0.5945,1136.85,27.4616,1278.69
50,0.5695,1228.09,27.511,1185.71
45,0.5485,1346.61,27.5653,1089.51
40,0.521,1489.7,27.6197,993.845
35,0.4935,1666.65,27.6741,895.56
30,0.4595,1890.54,27.7287,793.165
25,0.4285,2187.71,27.784,690.375
20,0.389,2681.15,27.8491,582.79
15,0.3125,3414.19,27.9113,469.745
10,0.214,4775.32,27.9765,352.1
