efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.8995,65.0829,13.152,17079.1
1400,0.89,78.4089,13.6197,14874.8
1100,0.88,97.5356,14.1,12509
1000,0.8735,106.523,14.2741,11680.3
900,0.8675,116.58,14.441,10821.3
800,0.8615,129.336,14.6197,9936.38
700,0.8505,144.085,14.7908,9017.68
600,0.839,164.325,14.9802,8058.94
500,0.823,191.334,15.1755,7043.22
400,0.801,229.943,15.3803,5972.27
300,0.7745,292.424,15.6033,4817.15
250,0.7525,338.663,15.7178,4194.07
200,0.727,407.278,15.8417,3540.84
180,0.7165,444.04,15.8929,3267.49
160,0.7035,464.703,15.9182,2983.88
140,0.6815,498.614,15.9554,2688.43
120,0.6585,573.286,16.0222,2382.41
100,0.6315,665.682,16.0845,2067.57
90,0.6125,723.011,16.1154,1902.69
80,0.5915,805.431,16.1523,1734.45
70,0.5685,899.961,16.1864,1561.87
60,0.54,1017.69,16.2201,1383.02
55,0.527,1101.09,16.2397,1291.61
50,0.5085,1189.79,16.2576,1200.21
45,0.487,1303.49,16.277,1105.21
40,0.465,1437.16,16.2959,1010.08
35,0.4445,1612.04,16.316,910.495
30,0.413,1815,16.3345,809.17
25,0.377,2136.23,16.3566,704.64
20,0.3245,2591.64,16.3786,595.315
15,0.2705,3304.15,16.401,481.815
10,0.195,4615.31,16.4242,362.58
