efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9295,62.2289,16.2029,17344.3
1400,0.9225,72.1106,16.8024,15077.2
1100,0.916,89.8822,17.6139,12658.2
1000,0.9105,101.482,18.0175,11802.8
900,0.906,111.699,18.3149,10926.6
800,0.8975,123.895,18.6154,10019.7
700,0.8905,138.359,18.9125,9077.89
600,0.881,158.27,19.2434,8093.44
500,0.8695,184.101,19.5773,7063.49
400,0.8495,222.823,19.9459,5975.86
300,0.827,282.678,20.3313,4802.83
250,0.811,328.117,20.5359,4178.53
200,0.7855,395.14,20.7562,3518.24
180,0.7725,428.038,20.8403,3242.32
160,0.7555,474.297,20.9398,2958.28
140,0.738,530.91,21.0388,2664.11
120,0.716,604.347,21.1406,2359.45
100,0.686,705.278,21.247,2043.84
90,0.6625,768.751,21.3,1880.81
80,0.6425,850.549,21.3569,1712.55
70,0.6185,951.488,21.4139,1540.02
60,0.5865,1083.93,21.473,1362.85
55,0.563,1166.81,21.5032,1272.59
50,0.537,1264.77,21.534,1181.44
45,0.52,1380.38,21.5647,1087.78
40,0.498,1516.32,21.5949,993.115
35,0.4715,1700.68,21.6283,895.335
30,0.445,1920.51,21.6599,794.975
25,0.3995,2223.8,21.6932,692.41
20,0.3555,2726.54,21.7323,586.155
15,0.297,3476.08,21.7697,473.89
10,0.214,4881.16,21.8091,355.085
