Loaded fvecs: 200 vectors of dimension 192 from ./quantile_partitions/yfcc_containment/yfcc_containment_Q3_query.fvecs
Loaded label sets: 200
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
171638,211275,752,751,634374,584691,50749,724359,563669,463191,
ef,recall,qps,dist_comp,hops
1700,0.9435,362.572,2418.84,1700.19
1400,0.94,427.57,2305.56,1400.23
1100,0.9375,513.725,2145.47,1100.16
1000,0.936,559.543,2077.93,1000.21
900,0.935,611.21,2003.94,900.2
800,0.935,670.335,1919.06,800.155
700,0.931,743.35,1821.6,700.215
600,0.9295,842.425,1709.54,600.135
500,0.9255,961.986,1580.05,500.21
400,0.9225,1147.68,1427.47,400.185
300,0.914,1442.8,1237.24,300.28
250,0.9095,1656.03,1124.38,250.31
200,0.9045,1977.86,994.13,200.345
180,0.9025,2136.26,935.35,180.455
160,0.8995,2347.96,872.27,160.5
140,0.8955,2578.14,806.175,140.555
120,0.891,2912.77,734.64,120.795
100,0.884,3302.36,657.61,100.96
90,0.883,3493.19,615.05,91.075
80,0.879,3792.94,568.145,81.195
70,0.874,4223.96,523.085,71.36
60,0.8685,4905.22,472.715,61.525
55,0.865,5252.66,447.905,56.725
50,0.86,5628.73,420.275,51.695
45,0.8585,6057.08,394.125,46.9
40,0.855,6635.19,365.89,42.03
35,0.8495,7265.02,336.88,37.26
30,0.846,7814.8,317.195,34.33
25,0.846,7783.95,317.195,34.33
20,0.846,7804.8,317.195,34.33
15,0.846,7850.58,317.195,34.33
10,0.846,7833.11,317.195,34.33
