L,Cmps,QPS,Recall
1700,30833,177.857,97.725
1400,27242,209.314,96.875
1100,23259,255.885,96.03
1000,21804,276.855,95.43
900,20294,302.48,94.915
800,18682,334.392,94.245
700,16985,373.972,93.34
600,15173,425.985,92.375
500,13292,495.54,91.21
400,11241,599.341,89.16
300,9031,761.905,86.5
250,7827,888.889,84.385
200,6561,1070.66,82.02
180,6033,1170.28,80.825
160,5485,1275.51,79.19
140,4932,1437.81,77.775
120,4355,1632.65,75.93
100,3747,1901.14,73.08
90,3441,2063.98,71.44
80,3129,2257.34,69.75
70,2810,2525.25,67.66
60,2483,2840.91,65.055
55,2313,3030.3,63.495
50,2145,3246.75,61.9
45,1974,3521.13,60.335
40,1801,3846.15,58.56
35,1622,4228.33,56.26
30,1442,4705.88,53.805
25,1256,5305.04,50.745
20,1067,6153.85,47.15
15,874,7272.73,42.735
10,668,9090.91,36.72
