L,Cmps,QPS,Recall
1700,797,1526.72,99.8
1400,788,1574.8,99.8
1100,771,1680.67,99.8
1000,762,1739.13,99.8
900,751,1801.8,99.8
800,738,1869.16,99.8
700,722,1941.75,99.8
600,702,1754.39,99.8
500,676,2197.8,99.8
400,644,2439.02,99.8
300,600,2739.73,99.8
250,571,2941.18,99.8
200,536,3225.81,99.8
180,519,3389.83,99.8
160,501,3571.43,99.8
140,480,3773.58,99.8
120,457,4081.63,99.8
100,429,4444.44,99.8
90,414,4651.16,99.8
80,398,4878.05,99.8
70,378,5128.21,99.8
60,357,5555.56,99.75
55,345,5714.29,99.75
50,333,6060.61,99.75
45,319,6451.61,99.75
40,304,6666.67,99.8
35,288,7142.86,99.8
30,269,7692.31,99.75
25,249,8333.33,99.75
20,226,9523.81,99.55
15,198,11111.1,98.95
10,166,13333.3,97.5
