L,Cmps,QPS,Recall
1700,682,4000,100
1400,682,4166.67,100
1100,682,4166.67,100
1000,682,4166.67,100
900,682,4166.67,100
800,682,4166.67,100
700,681,4255.32,100
600,679,4545.45,100
500,676,4878.05,100
400,666,5555.56,100
300,645,6451.61,100
250,627,7407.41,100
200,601,8333.33,100
180,588,9090.91,100
160,572,9523.81,100
140,553,10526.3,100
120,530,11764.7,100
100,501,13333.3,100
90,484,14285.7,100
80,464,15384.6,100
70,442,16666.7,100
60,417,18181.8,100
55,403,20000,100
50,387,20000,100
45,370,22222.2,100
40,351,25000,100
35,331,25000,100
30,308,28571.4,99.95
25,283,33333.3,99.95
20,253,33333.3,99.9
15,219,40000,99.6
10,181,50000,98
