efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.99815,97.4245,21.0015,13384.5
1400,0.99735,121.112,21.926,11652.5
1100,0.99615,159.403,22.9229,9791.02
1000,0.9955,177.202,23.2588,9134.19
900,0.995,196.849,23.5675,8455.29
800,0.99405,222.595,23.8985,7753.2
700,0.9932,254.154,24.2214,7020.93
600,0.99165,295.016,24.5454,6258.04
500,0.9891,355.199,24.8964,5455.58
400,0.98585,440.854,25.2401,4607.18
300,0.98025,572.466,25.5767,3693.58
250,0.9765,675.858,25.7528,3208.17
200,0.96835,834.763,25.9409,2697.25
180,0.96385,915.334,26.0121,2484.11
160,0.9577,1017.95,26.0868,2265.34
140,0.9509,1133.62,26.1552,2040.62
120,0.94195,1316.92,26.2395,1808.27
100,0.9305,1554.61,26.3196,1566.44
90,0.9213,1716.4,26.3617,1441.29
80,0.91125,1891.81,26.3993,1313.79
70,0.89695,2158.79,26.4449,1183.52
60,0.87835,2414.81,26.4793,1048.47
55,0.86715,2610.42,26.5011,979.336
50,0.8549,2830,26.522,909.828
45,0.83835,3075.63,26.5419,838.385
40,0.8192,3487.07,26.5689,765.072
35,0.79255,3948.2,26.5926,690.655
30,0.7608,4445.11,26.6126,614.173
25,0.71935,5106.76,26.6333,535.679
20,0.66015,6186.49,26.6575,454.493
15,0.57045,8089.8,26.6846,369.897
10,0.42335,11702.9,26.7118,281.361
