efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.99435,132.977,14.4276,15885.8
1400,0.99295,166.955,14.7534,13746.9
1100,0.99095,217.935,15.0648,11474.2
1000,0.99005,242.817,15.1723,10681.7
900,0.98845,272.256,15.2755,9868.5
800,0.9874,308.729,15.3774,9029.76
700,0.98545,350.466,15.4692,8159.92
600,0.9829,412.869,15.5731,7258.64
500,0.9789,490.83,15.667,6318.34
400,0.9735,610.901,15.7659,5327.07
300,0.96555,795.414,15.8608,4273.72
250,0.959,941.091,15.9099,3715.26
200,0.9496,1144.78,15.9579,3128.2
180,0.94375,1263.36,15.9788,2883.49
160,0.9385,1398.03,15.9983,2632.68
140,0.93015,1562.71,16.0176,2375.85
120,0.9209,1806.91,16.0399,2109.26
100,0.90685,2107.14,16.0602,1834.3
90,0.89845,2292.45,16.0701,1692.46
80,0.88685,2539.18,16.081,1546.31
70,0.8738,2836.38,16.0917,1396.28
60,0.85605,3258.43,16.1035,1242.04
55,0.8463,3485.07,16.1087,1162.72
50,0.83375,3830.51,16.1154,1082.06
45,0.81835,4111.99,16.1201,999.835
40,0.80025,4566.76,16.1264,915.386
35,0.77715,5132.77,16.1327,828.746
30,0.7466,5805.95,16.1385,740.319
25,0.7045,6755.54,16.1448,649.114
20,0.64615,8401.11,16.1524,554.202
15,0.56195,10331.6,16.1582,455.16
10,0.4307,14220.1,16.1651,349.519
