efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.99545,119.722,21.7678,16458
1400,0.9945,150.119,22.5998,14236.2
1100,0.9927,196.002,23.4253,11872.8
1000,0.99185,218.163,23.7132,11046.9
900,0.99105,243.958,23.9889,10198.2
800,0.9892,275.344,24.2609,9325.05
700,0.98745,314.605,24.5306,8421.33
600,0.9845,367.427,24.8087,7485.68
500,0.9805,438.929,25.0846,6504.54
400,0.97575,541.283,25.3586,5471.81
300,0.9673,708.961,25.6428,4375.25
250,0.96095,836.882,25.7853,3794.48
200,0.95165,1018.09,25.9275,3187.84
180,0.9465,1142.72,25.9997,2935.42
160,0.93995,1271.85,26.0599,2675.35
140,0.93165,1425.54,26.1176,2409.22
120,0.92155,1631.64,26.1782,2134.16
100,0.90675,1915.41,26.2406,1849.93
90,0.89735,2091.94,26.2709,1703.54
80,0.8853,2305.64,26.3015,1553.11
70,0.86975,2595.81,26.3351,1399.93
60,0.85005,2961.75,26.3682,1241.04
55,0.83855,3190.09,26.385,1159.95
50,0.82685,3433.67,26.4005,1077.84
45,0.81015,3751.68,26.4177,993.841
40,0.7894,4152.69,26.4357,907.876
35,0.7648,4708.06,26.4555,820.126
30,0.73335,5346.89,26.4733,730.419
25,0.68765,6231.34,26.4919,637.591
20,0.6326,7580.67,26.512,542.281
15,0.54865,9694.99,26.5322,442.69
10,0.408,13517.3,26.5528,337.884
