efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.99585,123.132,18.2486,16384.4
1400,0.9947,154.108,18.8089,14165.2
1100,0.99285,201.799,19.3676,11812.9
1000,0.9917,223.84,19.5523,10992.7
900,0.991,250.293,19.7345,10149.8
800,0.98965,283.623,19.9191,9282.05
700,0.9875,324.283,20.0961,8381.56
600,0.98505,379.205,20.2781,7451.14
500,0.98225,453.096,20.4565,6476.07
400,0.9777,561.106,20.6358,5450.73
300,0.9696,730.56,20.8133,4360.82
250,0.96385,868.178,20.9078,3784.38
200,0.9546,1058.8,20.9988,3180.68
180,0.94925,1166.36,21.0373,2929.66
160,0.943,1291.15,21.074,2672.68
140,0.93555,1449.43,21.1117,2408.95
120,0.92595,1658.82,21.1505,2136.15
100,0.91055,1939.58,21.1896,1854.15
90,0.90245,2138.43,21.2112,1707.87
80,0.89215,2350.65,21.2302,1559.6
70,0.8781,2660.22,21.2525,1406.96
60,0.8607,3007.2,21.2722,1248.93
55,0.8499,3231.14,21.2826,1168.32
50,0.83705,3536.05,21.2947,1086.31
45,0.8215,3845.21,21.305,1002.77
40,0.80385,4230.95,21.3158,917.435
35,0.7813,4787.54,21.3283,830.271
30,0.75265,5507.9,21.3407,740.668
25,0.71625,6316.96,21.3513,648.249
20,0.6607,7685.54,21.3641,552.797
15,0.57745,9768.78,21.3768,452.41
10,0.43645,13606,21.39,345.974
